rec_id,category,title,text,tags,expert_weight,safety_level,advice_strength
R119,diet,Fungal-support: Gentle gut-friendly routine,"Keep meal timing consistent and include fiber-rich foods to support digestion-related skin flares. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|routine|digestion_support,0.84,safe,strong
R120,diet,Fungal-support: Cooling foods when heat is high,"When redness/heat sensations are present, prefer mild cooling foods and avoid very spicy choices. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|cooling|heat_support,0.84,safe,strong
R121,diet,Fungal-support: Reduce ultra-processed triggers,"Limit ultra-processed foods that often correlate with flare cycles; observe your personal triggers. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|trigger_avoidance|tracking,0.84,safe,strong
R122,diet,Fungal-support: Healthy fats for barrier support,"Include moderate healthy fats (as tolerated) to support the skin barrier and dryness control. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|barrier_repair|nutrition,0.84,safe,strong
R123,diet,Fungal-support: Mindful dairy check (individualized),"If you suspect dairy aggravates your skin, trial a short, monitored reduction and track changes. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|trigger_tracking|individualized,0.84,caution,strong
R124,lifestyle,Fungal-support: Consistent sleep window,"Aim for a consistent sleep schedule; irregular sleep can worsen itch, stress, and inflammation. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|sleep|routine,0.83,safe,strong
R125,lifestyle,Fungal-support: Stress downshift practice,"Use a short daily stress-downshift (breathing, walk, journaling) to reduce flare triggers. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|stress_support|routine,0.83,safe,strong
R126,lifestyle,Fungal-support: Sweat management habit,"After heavy sweating, change into dry clothing and cleanse gently to reduce irritation and fungal risk. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support,0.83,safe,strong
R127,lifestyle,Fungal-support: Trigger journal,"Track stress, weather, products, and foods during flares to find repeatable triggers. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|tracking|trigger_tracking,0.83,safe,strong
R128,lifestyle,Fungal-support: Sun-smart routine,"Use shade, hats, and consistent sun protection habits to reduce redness and pigmentation worsening. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|sun_protection|routine,0.83,safe,strong
R129,lifestyle,Fungal-support: Friction reduction,"Reduce friction from tight clothing and rough fabrics; friction can amplify irritation and redness. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|friction_reduction|gentle_care,0.83,safe,strong
R130,lifestyle,Fungal-support: Humidity and ventilation,"Keep living spaces ventilated; humidity control can help reduce fungal and irritation triggers. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|home_environment,0.83,safe,strong
R131,home_care,Fungal-support: Gentle cleansing rule,"Cleanse with mild, fragrance-free products; avoid harsh scrubbing that damages the barrier. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|gentle_cleansing|barrier_repair,0.9,safe,strong
R132,home_care,Fungal-support: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|barrier_repair|hydration,0.9,safe,strong
R133,home_care,Fungal-support: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|barrier_repair|gentle_care,0.9,safe,strong
R134,home_care,Fungal-support: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|patch_testing|irritant_avoidance,0.9,caution,strong
R135,home_care,Fungal-support: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|itching_control|barrier_repair,0.9,safe,strong
R136,home_care,Fungal-support: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|routine,0.9,safe,strong
R137,home_care,Fungal-support: Breathable fabric choice,"Use breathable fabrics and avoid prolonged dampness in folds to reduce fungal recurrence risk. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support,0.9,safe,strong
R138,home_care,Fungal-support: Cool compress (brief),"Use a brief cool compress for heat/itch sensations; avoid prolonged cold exposure. For fungal-prone areas, prioritize dryness, ventilation, and sweat control habits.",fungal_infection|hygiene|moisture_control|breathable_clothing|fungal_support|cooling|comfort_support,0.9,safe,strong
R139,diet,Dry-skin support: Hydration-first plate,"Prioritize water-rich foods and regular fluids; dehydration can worsen skin discomfort. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|routine,0.84,safe,strong
R140,diet,Dry-skin support: Balanced low-spike meals,"Choose balanced meals and reduce frequent high-sugar spikes to support overall skin stability. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|balanced_meals|glycemic_support,0.84,safe,strong
R141,diet,Dry-skin support: Gentle gut-friendly routine,"Keep meal timing consistent and include fiber-rich foods to support digestion-related skin flares. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|routine|digestion_support,0.84,safe,strong
R142,diet,Dry-skin support: Cooling foods when heat is high,"When redness/heat sensations are present, prefer mild cooling foods and avoid very spicy choices. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|cooling|heat_support,0.84,safe,strong
R143,diet,Dry-skin support: Reduce ultra-processed triggers,"Limit ultra-processed foods that often correlate with flare cycles; observe your personal triggers. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|trigger_avoidance|tracking,0.84,safe,strong
R144,diet,Dry-skin support: Healthy fats for barrier support,"Include moderate healthy fats (as tolerated) to support the skin barrier and dryness control. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|nutrition,0.84,safe,strong
R145,diet,Dry-skin support: Mindful dairy check (individualized),"If you suspect dairy aggravates your skin, trial a short, monitored reduction and track changes. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|trigger_tracking|individualized,0.84,caution,strong
R146,lifestyle,Dry-skin support: Consistent sleep window,"Aim for a consistent sleep schedule; irregular sleep can worsen itch, stress, and inflammation. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|sleep|routine,0.83,safe,strong
R147,lifestyle,Dry-skin support: Stress downshift practice,"Use a short daily stress-downshift (breathing, walk, journaling) to reduce flare triggers. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|stress_support|routine,0.83,safe,strong
R148,lifestyle,Dry-skin support: Sweat management habit,"After heavy sweating, change into dry clothing and cleanse gently to reduce irritation and fungal risk. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|hygiene|moisture_control,0.83,safe,strong
R149,lifestyle,Dry-skin support: Trigger journal,"Track stress, weather, products, and foods during flares to find repeatable triggers. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|tracking|trigger_tracking,0.83,safe,strong
R150,lifestyle,Dry-skin support: Sun-smart routine,"Use shade, hats, and consistent sun protection habits to reduce redness and pigmentation worsening. For chronic dryness, prioritize moisture retention and barrier repair habits.",dry_skin|hydration|barrier_repair|gentle_cleansing|dryness|sun_protection|routine,0.83,safe,strong
